I200911 22:51:59.160553 331 util/log/sync_buffer.go:195 ⋮ [config] file created at: 2020/09/11 22:51:59
I200911 22:51:59.160563 331 util/log/sync_buffer.go:195 ⋮ [config] running on machine: ‹ip-10-12-21-195›
I200911 22:51:59.160569 331 util/log/sync_buffer.go:195 ⋮ [config] binary: CockroachDB CCL v20.2.0-alpha.1-3288-gc44b87fefb (x86_64-unknown-linux-gnu, built 2020/09/10 20:39:00, go1.13.14)
W200911 22:51:59.164573 390 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16035/2:‹/Table/57/1/1181{3/80…-9/32…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180276 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180324 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180335 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180347 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180357 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180370 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180384 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180364 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180396 374 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r8342/2:‹/Table/56/1/95{28/1/…-42/5/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
